achat_id,client_id,produit,categorie,quantite,prix_unitaire,montant_total,date_achat,statut,mode_paiement
332,334,Enceinte Bluetooth,Audio,2,75.42,150.84,2025-01-15,livré,carte
333,552,Support Laptop,Accessoires,1,53.64,53.64,2025-06-15,annulé,carte
334,271,Clavier Mécanique,Accessoires,1,117.21,117.21,2024-12-01,livré,virement
335,626,Disque SSD 1To,Stockage,1,107.27,107.27,2024-03-01,livré,paypal
336,120,Disque SSD 2To,Stockage,1,202.31,202.31,2024-04-05,livré,virement
337,131,Chargeur Rapide,Accessoires,1,40.74,40.74,2025-08-04,livré,carte
338,987,Tablette Air,Électronique,1,573.17,573.17,2025-09-26,livré,carte
339,77,Souris Gaming,Accessoires,1,84.24,84.24,2025-07-08,livré,virement
340,655,Montre Connectée,Électronique,2,360.87,721.74,2025-11-11,livré,carte
341,829,Coque Protection,Accessoires,2,30.49,60.98,2025-05-02,en cours,carte
342,1461,Webcam HD,Accessoires,1,92.48,92.48,2024-09-16,livré,carte
343,349,Routeur WiFi 6,Réseau,1,137.92,137.92,2025-05-21,livré,carte
344,1145,Clavier Mécanique,Accessoires,4,140.38,561.52,2024-07-21,annulé,carte
345,58,Disque SSD 2To,Stockage,1,204.69,204.69,2024-10-06,livré,carte
346,950,Écouteurs Sans Fil,Électronique,1,214.65,214.65,2024-01-29,en cours,virement
347,146,Écran 27 pouces,Électronique,3,400.03,1200.09,2025-06-24,annulé,paypal
348,847,Smartphone X,Électronique,3,837.13,2511.39,2025-01-08,livré,carte
349,1167,Hub USB,Accessoires,1,64.34,64.34,2025-03-23,livré,carte
350,1293,Clavier Mécanique,Accessoires,1,118.5,118.5,2024-06-29,livré,carte
351,44,Enceinte Bluetooth,Audio,2,79.82,159.64,2024-12-02,livré,carte
352,1298,Support Laptop,Accessoires,1,54.64,54.64,2024-08-01,livré,carte
353,52,Chargeur Rapide,Accessoires,4,43.13,172.52,2026-01-18,en cours,carte
354,2,Webcam HD,Accessoires,1,96.77,96.77,2025-09-14,livré,carte
355,129,Enceinte Bluetooth,Audio,1,73.04,73.04,2025-01-10,livré,carte
356,934,Imprimante Laser,Électronique,1,241.88,241.88,2025-04-07,annulé,carte
357,1004,Chargeur Rapide,Accessoires,2,37.31,74.62,2025-03-08,livré,carte
358,34,Souris Gaming,Accessoires,2,81.42,162.84,2025-04-07,livré,carte
359,1333,Smartphone X,Électronique,1,925.25,925.25,2025-10-17,en cours,virement
360,13,Écouteurs Sans Fil,Électronique,1,180.78,180.78,2025-05-21,annulé,carte
361,779,Écouteurs Sans Fil,Électronique,1,198.97,198.97,2024-02-19,livré,carte
362,1291,Laptop Pro,Électronique,1,1342.02,1342.02,2024-04-07,annulé,virement
363,36,Support Laptop,Accessoires,2,46.04,92.08,2025-09-23,annulé,virement
364,30,Écouteurs Sans Fil,Électronique,1,204.35,204.35,2025-05-03,livré,virement
365,734,Support Laptop,Accessoires,1,45.38,45.38,2024-04-01,livré,carte
366,985,Câble USB-C,Accessoires,1,18.04,18.04,2024-03-29,livré,carte
367,1371,Écran 27 pouces,Électronique,1,367.2,367.2,2025-12-26,en cours,carte
368,208,Disque SSD 1To,Stockage,1,109.04,109.04,2024-07-12,livré,carte
369,205,Clavier Mécanique,Accessoires,3,139.15,417.45,2025-03-19,livré,carte
370,238,Écouteurs Sans Fil,Électronique,3,215.6,646.8,2025-06-21,livré,carte
371,350,Câble USB-C,Accessoires,1,19.74,19.74,2025-04-05,en cours,carte
372,191,Chargeur Rapide,Accessoires,2,37.45,74.9,2025-09-06,livré,paypal
373,557,Coque Protection,Accessoires,1,29.86,29.86,2025-06-28,livré,carte
374,16,Clavier Mécanique,Accessoires,1,140.68,140.68,2024-02-18,livré,virement
375,372,Casque Audio Pro,Audio,1,291.51,291.51,2025-05-07,livré,carte
376,1000,Écouteurs Sans Fil,Électronique,3,197.62,592.86,2024-12-06,livré,carte
377,26,Imprimante Laser,Électronique,2,253.82,507.64,2024-12-21,en cours,carte
378,1372,Câble USB-C,Accessoires,1,20.74,20.74,2025-10-12,en cours,carte
379,1489,Webcam HD,Accessoires,1,92.94,92.94,2024-02-16,annulé,paypal
380,143,Casque Audio Pro,Audio,1,308.59,308.59,2024-11-06,livré,virement
381,1016,Clavier Mécanique,Accessoires,1,129.77,129.77,2025-08-30,livré,carte
382,104,Imprimante Laser,Électronique,1,257.16,257.16,2025-07-17,livré,carte
383,114,Enceinte Bluetooth,Audio,1,85.69,85.69,2024-11-30,livré,carte
384,128,Laptop Pro,Électronique,1,1277.2,1277.2,2025-11-13,en cours,virement
385,24,Casque Audio Pro,Audio,4,308.24,1232.96,2024-06-25,en cours,virement
386,117,Câble USB-C,Accessoires,1,18.21,18.21,2024-05-31,livré,paypal
387,1270,Casque Audio Pro,Audio,1,309.42,309.42,2025-04-24,annulé,paypal
388,57,Laptop Pro,Électronique,1,1385.76,1385.76,2024-09-16,livré,virement
389,1438,Écouteurs Sans Fil,Électronique,1,186.56,186.56,2024-08-20,livré,paypal
390,51,Souris Gaming,Accessoires,1,85.62,85.62,2024-11-16,livré,paypal
391,391,Câble USB-C,Accessoires,1,19.65,19.65,2024-02-09,annulé,virement
392,116,Hub USB,Accessoires,1,65.46,65.46,2024-12-18,livré,paypal
393,13,Routeur WiFi 6,Réseau,4,160.15,640.6,2025-11-01,livré,virement
394,363,Enceinte Bluetooth,Audio,1,85.03,85.03,2024-10-08,livré,paypal
395,1242,Câble USB-C,Accessoires,1,19.53,19.53,2025-06-02,en cours,carte
396,88,Disque SSD 2To,Stockage,1,176.06,176.06,2024-10-03,livré,virement
397,1050,Disque SSD 2To,Stockage,2,191.81,383.62,2025-12-25,livré,virement
398,412,Souris Gaming,Accessoires,1,76.64,76.64,2024-08-09,livré,carte
399,1332,Clavier Mécanique,Accessoires,1,135.04,135.04,2025-08-14,livré,carte
400,1152,Écran 27 pouces,Électronique,1,435.4,435.4,2024-09-13,annulé,paypal
401,1094,Disque SSD 2To,Stockage,3,187.04,561.12,2025-06-14,livré,virement
402,98,Montre Connectée,Électronique,1,318.95,318.95,2025-04-28,livré,carte
403,1400,Disque SSD 1To,Stockage,1,100.36,100.36,2025-08-03,livré,carte
404,67,Chargeur Rapide,Accessoires,2,36.81,73.62,2024-05-16,annulé,virement
405,1326,Routeur WiFi 6,Réseau,1,150.32,150.32,2025-03-03,annulé,carte
406,97,Coque Protection,Accessoires,1,32.73,32.73,2025-10-12,annulé,carte
407,111,Laptop Pro,Électronique,2,1222.79,2445.58,2025-05-07,livré,carte
408,1444,Chargeur Rapide,Accessoires,2,40.36,80.72,2025-07-14,en cours,carte
409,397,Disque SSD 2To,Stockage,1,208.36,208.36,2025-07-23,livré,carte
410,1053,Écouteurs Sans Fil,Électronique,1,197.13,197.13,2025-08-12,en cours,carte
411,150,Disque SSD 1To,Stockage,1,109.25,109.25,2024-05-24,livré,carte
412,83,Casque Audio Pro,Audio,1,325.93,325.93,2025-01-19,en cours,carte
413,1173,Routeur WiFi 6,Réseau,1,158.51,158.51,2024-03-24,livré,virement
414,48,Imprimante Laser,Électronique,1,250.25,250.25,2024-10-03,livré,virement
415,189,Chargeur Rapide,Accessoires,1,37.7,37.7,2025-02-16,livré,carte
416,448,Casque Audio Pro,Audio,1,329.79,329.79,2025-08-30,annulé,carte
417,89,Hub USB,Accessoires,1,61.7,61.7,2025-12-26,en cours,carte
418,1398,Câble USB-C,Accessoires,1,21.17,21.17,2024-09-07,livré,paypal
419,73,Laptop Pro,Électronique,3,1383.74,4151.22,2024-08-30,livré,virement
420,913,Écran 27 pouces,Électronique,1,431.85,431.85,2025-11-18,livré,carte
421,197,Clavier Mécanique,Accessoires,4,137.1,548.4,2024-03-26,en cours,carte
422,432,Souris Gaming,Accessoires,3,78.78,236.34,2024-11-11,livré,carte
423,1440,Support Laptop,Accessoires,1,54.39,54.39,2025-04-18,annulé,carte
424,85,Smartphone X,Électronique,1,819.76,819.76,2025-05-01,livré,virement
425,59,Disque SSD 1To,Stockage,1,108.91,108.91,2025-07-26,livré,paypal
426,798,Écouteurs Sans Fil,Électronique,1,205.65,205.65,2024-06-15,en cours,carte
427,1200,Smartphone X,Électronique,2,823.06,1646.12,2025-10-06,en cours,carte
428,78,Casque Audio Pro,Audio,1,315.91,315.91,2025-01-08,livré,paypal
429,1354,Laptop Pro,Électronique,1,1308.69,1308.69,2024-09-22,livré,paypal
430,1118,Disque SSD 2To,Stockage,4,176.47,705.88,2024-12-05,annulé,carte
431,23,Routeur WiFi 6,Réseau,3,139.23,417.69,2024-10-10,livré,carte
432,808,Routeur WiFi 6,Réseau,1,137.54,137.54,2024-05-15,livré,carte
433,132,Montre Connectée,Électronique,1,330.45,330.45,2024-05-22,livré,carte
434,146,Smartphone X,Électronique,3,977.82,2933.46,2024-01-31,en cours,paypal
435,150,Disque SSD 2To,Stockage,1,180.52,180.52,2024-06-06,livré,virement
436,678,Chargeur Rapide,Accessoires,1,41.23,41.23,2024-09-02,livré,carte
437,397,Câble USB-C,Accessoires,1,19.3,19.3,2025-01-23,annulé,carte
438,313,Enceinte Bluetooth,Audio,1,84.91,84.91,2025-05-03,livré,carte
439,64,Webcam HD,Accessoires,2,92.52,185.04,2024-08-23,livré,carte
440,85,Écran 27 pouces,Électronique,1,388.69,388.69,2025-03-04,livré,paypal
441,360,Casque Audio Pro,Audio,1,286.83,286.83,2024-05-29,livré,virement
442,20,Tablette Air,Électronique,3,641.94,1925.82,2025-04-16,annulé,carte
443,1186,Coque Protection,Accessoires,2,28.27,56.54,2024-03-15,livré,virement
444,139,Écran 27 pouces,Électronique,1,371.88,371.88,2024-03-28,livré,carte
445,1208,Disque SSD 2To,Stockage,1,190.03,190.03,2025-06-23,livré,paypal
446,22,Webcam HD,Accessoires,2,95.51,191.02,2025-11-18,en cours,carte
447,288,Hub USB,Accessoires,1,60.79,60.79,2025-05-18,en cours,carte
448,991,Chargeur Rapide,Accessoires,1,42.08,42.08,2025-10-03,livré,carte
449,60,Smartphone X,Électronique,1,903.21,903.21,2024-05-05,livré,paypal
450,932,Smartphone X,Électronique,1,926.72,926.72,2024-09-24,livré,virement
451,561,Disque SSD 1To,Stockage,1,111.53,111.53,2024-10-04,livré,paypal
452,1339,Tablette Air,Électronique,1,585.15,585.15,2024-04-26,livré,virement
453,707,Écran 27 pouces,Électronique,2,430.96,861.92,2024-10-27,livré,virement
454,901,Clavier Mécanique,Accessoires,1,130.37,130.37,2025-09-28,livré,carte
455,41,Chargeur Rapide,Accessoires,1,42.53,42.53,2025-07-11,annulé,carte
456,677,Écouteurs Sans Fil,Électronique,1,199.14,199.14,2025-10-21,livré,virement
457,106,Laptop Pro,Électronique,1,1203.24,1203.24,2025-08-25,en cours,carte
458,132,Smartphone X,Électronique,3,836.43,2509.29,2025-04-12,livré,carte
459,1059,Coque Protection,Accessoires,1,30.37,30.37,2025-12-29,livré,carte
460,444,Hub USB,Accessoires,1,59.65,59.65,2024-09-12,livré,carte
461,106,Casque Audio Pro,Audio,1,304.95,304.95,2024-07-02,livré,virement
462,542,Clavier Mécanique,Accessoires,2,125.9,251.8,2025-09-14,livré,virement
463,471,Coque Protection,Accessoires,1,27.64,27.64,2024-07-17,livré,virement
464,1033,Support Laptop,Accessoires,2,51.04,102.08,2024-05-12,livré,paypal
465,1229,Smartphone X,Électronique,3,905.65,2716.95,2026-01-14,livré,carte
466,267,Casque Audio Pro,Audio,1,270.06,270.06,2024-02-08,annulé,paypal
467,759,Smartphone X,Électronique,1,887.2,887.2,2024-07-02,livré,paypal
468,1427,Enceinte Bluetooth,Audio,1,74.13,74.13,2025-06-11,livré,carte
469,172,Disque SSD 2To,Stockage,1,191.65,191.65,2024-06-28,livré,carte
470,2,Enceinte Bluetooth,Audio,1,80.31,80.31,2025-10-20,livré,carte
471,647,Support Laptop,Accessoires,1,46.54,46.54,2024-12-06,annulé,virement
472,138,Support Laptop,Accessoires,1,51.11,51.11,2025-09-04,annulé,paypal
473,847,Routeur WiFi 6,Réseau,2,149.46,298.92,2024-05-05,livré,virement
474,520,Disque SSD 2To,Stockage,1,200.41,200.41,2024-08-23,livré,carte
475,1351,Écouteurs Sans Fil,Électronique,2,197.85,395.7,2025-12-25,annulé,carte
476,131,Coque Protection,Accessoires,2,31.79,63.58,2025-10-07,en cours,carte
477,2,Tablette Air,Électronique,2,596.59,1193.18,2025-01-07,en cours,paypal
478,68,Webcam HD,Accessoires,1,91.95,91.95,2024-12-05,annulé,paypal
479,821,Casque Audio Pro,Audio,1,287.18,287.18,2025-03-01,en cours,carte
480,359,Écran 27 pouces,Électronique,1,376.13,376.13,2026-01-18,annulé,virement
481,9,Casque Audio Pro,Audio,1,311.9,311.9,2024-06-08,en cours,carte
482,737,Webcam HD,Accessoires,1,98.55,98.55,2024-06-04,livré,carte
483,724,Coque Protection,Accessoires,1,28.19,28.19,2025-02-02,livré,carte
484,1126,Disque SSD 2To,Stockage,2,192.24,384.48,2024-11-07,en cours,carte
485,567,Webcam HD,Accessoires,1,84.49,84.49,2025-03-15,livré,virement
486,45,Support Laptop,Accessoires,1,50.58,50.58,2025-11-09,en cours,carte
487,240,Imprimante Laser,Électronique,4,268.79,1075.16,2024-10-28,en cours,carte
488,773,Enceinte Bluetooth,Audio,1,75.88,75.88,2024-07-29,livré,paypal
489,1202,Laptop Pro,Électronique,1,1237.02,1237.02,2025-08-24,livré,carte
490,471,Câble USB-C,Accessoires,1,19.4,19.4,2024-10-12,en cours,carte
491,540,Webcam HD,Accessoires,1,88.17,88.17,2025-08-28,annulé,carte
492,46,Écran 27 pouces,Électronique,1,377.48,377.48,2024-11-30,en cours,carte
493,49,Écran 27 pouces,Électronique,2,378.78,757.56,2024-10-12,livré,carte
494,52,Webcam HD,Accessoires,2,87.4,174.8,2025-11-26,livré,carte
495,1385,Écran 27 pouces,Électronique,1,421.13,421.13,2024-07-09,en cours,carte
496,761,Casque Audio Pro,Audio,1,323.88,323.88,2025-02-18,en cours,carte
497,1047,Disque SSD 1To,Stockage,1,115.49,115.49,2024-03-16,livré,carte
498,867,Écran 27 pouces,Électronique,4,362.6,1450.4,2025-06-09,livré,paypal
499,358,Hub USB,Accessoires,4,62.37,249.48,2024-09-11,livré,carte
500,25,Souris Gaming,Accessoires,1,73.6,73.6,2025-09-15,livré,virement
501,384,Routeur WiFi 6,Réseau,1,143.07,143.07,2025-06-16,en cours,carte
502,1022,Support Laptop,Accessoires,1,52.0,52.0,2025-08-23,livré,carte
503,573,Hub USB,Accessoires,1,55.56,55.56,2025-03-18,en cours,carte
504,1477,Disque SSD 1To,Stockage,2,111.21,222.42,2024-03-30,livré,carte
505,39,Écran 27 pouces,Électronique,2,374.12,748.24,2025-11-20,livré,carte
506,1292,Imprimante Laser,Électronique,1,240.78,240.78,2026-01-09,livré,carte
507,146,Smartphone X,Électronique,1,934.29,934.29,2025-06-20,livré,carte
508,976,Écouteurs Sans Fil,Électronique,1,193.38,193.38,2025-02-14,livré,carte
509,528,Chargeur Rapide,Accessoires,1,36.96,36.96,2024-04-05,annulé,virement
510,148,Routeur WiFi 6,Réseau,1,158.4,158.4,2025-09-15,livré,carte
511,999,Hub USB,Accessoires,3,58.56,175.68,2024-07-04,livré,paypal
512,297,Clavier Mécanique,Accessoires,1,141.13,141.13,2024-09-30,livré,virement
513,147,Tablette Air,Électronique,1,567.38,567.38,2025-06-16,livré,carte
514,1240,Coque Protection,Accessoires,1,29.66,29.66,2026-01-02,livré,virement
515,923,Support Laptop,Accessoires,1,53.53,53.53,2025-09-11,livré,carte
516,1436,Tablette Air,Électronique,1,587.64,587.64,2024-07-01,livré,carte
517,970,Routeur WiFi 6,Réseau,1,158.12,158.12,2024-08-03,en cours,carte
518,40,Tablette Air,Électronique,1,646.25,646.25,2025-09-22,livré,carte
519,73,Hub USB,Accessoires,1,55.57,55.57,2024-12-21,livré,carte
520,92,Câble USB-C,Accessoires,3,19.86,59.58,2024-12-05,en cours,carte
521,277,Routeur WiFi 6,Réseau,1,152.92,152.92,2025-03-27,annulé,virement
522,1311,Routeur WiFi 6,Réseau,1,145.41,145.41,2024-03-07,en cours,carte
523,905,Disque SSD 2To,Stockage,1,180.86,180.86,2026-01-16,livré,carte
524,35,Chargeur Rapide,Accessoires,1,40.27,40.27,2024-02-05,annulé,paypal
525,978,Disque SSD 2To,Stockage,1,187.35,187.35,2024-12-12,livré,virement
526,2,Routeur WiFi 6,Réseau,1,147.34,147.34,2025-05-09,en cours,paypal
527,335,Coque Protection,Accessoires,2,28.31,56.62,2025-11-04,livré,paypal
528,1059,Casque Audio Pro,Audio,2,311.07,622.14,2025-01-02,livré,virement
529,846,Souris Gaming,Accessoires,3,74.91,224.73,2025-06-19,livré,carte
530,1266,Hub USB,Accessoires,1,61.46,61.46,2024-03-06,livré,carte
531,13,Routeur WiFi 6,Réseau,1,164.16,164.16,2024-10-05,livré,carte
532,113,Laptop Pro,Électronique,1,1209.17,1209.17,2025-12-17,livré,carte
533,639,Écran 27 pouces,Électronique,5,397.08,1985.4,2024-08-08,livré,carte
534,38,Smartphone X,Électronique,1,880.63,880.63,2024-07-22,en cours,paypal
535,65,Coque Protection,Accessoires,2,27.72,55.44,2025-11-05,annulé,carte
536,908,Webcam HD,Accessoires,2,81.59,163.18,2024-02-09,livré,carte
537,427,Écran 27 pouces,Électronique,1,436.89,436.89,2025-03-31,livré,carte
538,87,Routeur WiFi 6,Réseau,1,142.59,142.59,2024-11-29,annulé,carte
539,14,Souris Gaming,Accessoires,4,75.77,303.08,2025-07-31,livré,carte
540,71,Enceinte Bluetooth,Audio,1,84.62,84.62,2024-04-26,livré,carte
541,1415,Écran 27 pouces,Électronique,1,372.39,372.39,2024-11-04,livré,carte
542,24,Casque Audio Pro,Audio,1,328.17,328.17,2025-05-17,annulé,carte
543,40,Routeur WiFi 6,Réseau,2,138.77,277.54,2024-09-02,livré,carte
544,1321,Chargeur Rapide,Accessoires,2,39.5,79.0,2025-06-12,livré,carte
545,734,Montre Connectée,Électronique,1,317.76,317.76,2024-08-29,annulé,paypal
546,1112,Écran 27 pouces,Électronique,1,374.92,374.92,2024-07-08,livré,carte
547,564,Casque Audio Pro,Audio,3,303.26,909.78,2025-08-25,livré,virement
548,76,Disque SSD 1To,Stockage,1,108.98,108.98,2025-01-25,annulé,virement
549,380,Laptop Pro,Électronique,1,1264.65,1264.65,2024-11-12,en cours,carte
550,130,Routeur WiFi 6,Réseau,2,140.69,281.38,2025-08-02,annulé,paypal
551,316,Casque Audio Pro,Audio,1,294.58,294.58,2026-01-05,livré,carte
552,18,Smartphone X,Électronique,2,833.35,1666.7,2025-03-24,livré,carte
553,50,Écouteurs Sans Fil,Électronique,1,205.66,205.66,2025-10-11,livré,paypal
554,1437,Enceinte Bluetooth,Audio,1,77.85,77.85,2025-12-29,en cours,carte
555,54,Écran 27 pouces,Électronique,3,426.56,1279.68,2024-02-27,livré,carte
556,852,Chargeur Rapide,Accessoires,2,36.46,72.92,2025-07-24,en cours,carte
557,145,Disque SSD 2To,Stockage,1,179.19,179.19,2025-03-24,en cours,carte
558,60,Routeur WiFi 6,Réseau,1,140.78,140.78,2025-08-08,annulé,carte
559,367,Routeur WiFi 6,Réseau,2,147.45,294.9,2024-03-11,livré,virement
560,940,Support Laptop,Accessoires,3,46.66,139.98,2024-03-06,livré,virement
561,692,Clavier Mécanique,Accessoires,1,132.59,132.59,2024-11-17,livré,carte
562,665,Chargeur Rapide,Accessoires,1,41.06,41.06,2024-05-16,annulé,carte
563,1154,Routeur WiFi 6,Réseau,1,157.96,157.96,2024-06-10,annulé,carte
564,927,Hub USB,Accessoires,4,53.99,215.96,2026-01-05,livré,carte
565,1061,Montre Connectée,Électronique,5,336.12,1680.6,2025-08-07,livré,carte
566,81,Laptop Pro,Électronique,2,1415.26,2830.52,2026-01-12,livré,virement
567,1169,Enceinte Bluetooth,Audio,1,72.59,72.59,2025-09-21,livré,carte
568,94,Enceinte Bluetooth,Audio,1,76.09,76.09,2024-02-10,livré,carte
569,1166,Souris Gaming,Accessoires,2,83.57,167.14,2025-11-28,livré,carte
570,1413,Enceinte Bluetooth,Audio,2,73.52,147.04,2025-07-05,annulé,carte
571,148,Coque Protection,Accessoires,1,27.33,27.33,2024-09-18,livré,carte
572,890,Support Laptop,Accessoires,4,46.2,184.8,2024-03-28,livré,virement
573,1299,Coque Protection,Accessoires,1,30.14,30.14,2024-11-09,livré,virement
574,670,Imprimante Laser,Électronique,1,232.65,232.65,2025-06-15,annulé,paypal
575,1219,Enceinte Bluetooth,Audio,1,75.54,75.54,2025-06-03,livré,paypal
576,87,Tablette Air,Électronique,1,629.43,629.43,2025-08-30,en cours,paypal
577,103,Imprimante Laser,Électronique,1,259.88,259.88,2024-10-24,livré,paypal
578,1000,Coque Protection,Accessoires,1,28.17,28.17,2024-12-31,en cours,virement
579,19,Disque SSD 1To,Stockage,2,106.11,212.22,2025-09-30,en cours,carte
580,106,Support Laptop,Accessoires,1,46.9,46.9,2024-06-01,livré,virement
581,625,Clavier Mécanique,Accessoires,5,133.01,665.05,2024-09-03,livré,virement
582,12,Webcam HD,Accessoires,1,87.72,87.72,2024-05-28,annulé,carte
583,14,Webcam HD,Accessoires,4,97.67,390.68,2024-11-29,livré,carte
584,228,Disque SSD 2To,Stockage,1,171.86,171.86,2024-07-22,livré,virement
585,140,Imprimante Laser,Électronique,2,252.43,504.86,2024-03-26,en cours,carte
586,1369,Laptop Pro,Électronique,1,1405.56,1405.56,2024-07-28,en cours,carte
587,16,Disque SSD 2To,Stockage,1,197.46,197.46,2024-06-14,livré,carte
588,18,Tablette Air,Électronique,1,572.55,572.55,2024-10-02,annulé,carte
589,40,Disque SSD 2To,Stockage,3,195.67,587.01,2025-05-07,livré,paypal
590,1454,Écouteurs Sans Fil,Électronique,3,199.38,598.14,2024-03-19,en cours,virement
591,51,Imprimante Laser,Électronique,4,253.02,1012.08,2024-12-15,annulé,carte
592,136,Disque SSD 2To,Stockage,1,185.94,185.94,2024-03-28,livré,carte
593,721,Chargeur Rapide,Accessoires,1,37.88,37.88,2024-07-26,en cours,carte
